name,chapter,email,phone,website,address,desc
Brownstein Hyatt Farber Schreck,Affiliate,atortorige@bhfs.com,805 963-7000 (Phone),,"1021 Anacapa St., 2nd Floor, Santa Barbara, California, 93101","A law corporation. Practice areas include Subdivision Map Act, CEQA, environmental law, water law, planning and zoning law and government contracts."
Opto-Knowledge Systems Inc.,Los Angeles County,info@oksi.ai,756 0520 (Phone),http://oksi.ai,"19805 Hamilton Avenue, Torrance, California, 90502","Engineering focused on the development of technologies for aerospace, defense, and the environment design to construction and program management. Blue Lake Civil specializes in water resources engineering."
Snyder Langston,Orange County Chapter,,,,"17962 Cowan, Irvine, California",Design build commercial construction.
CNC Engineering,Orange County,clem@cnc-eng.com,949 863-0588 (Phone); 949 863-0589 (Fax),http://www.cnc-eng.com,"26 Executive Parkway, Suite 270, Irvine, California, 92614",Engineering services:  subdivision engineering; public works engineering; construction management; commercial/industrial site design; street and highway design engineering.  Surveying:  boundary survey and analysis; construction staking; final subdivision mapping; field surveying and staking.
NV5,,cynthia.peraza@nv5.com,,,"2025 Gateway Place, Suite 156, San Jose, California","Civil engineering consultants throughout California for public and private entities. Experienced in transportation, land development, public works, program and construction management, water and wastewater facilities, education and correction facilities."
Stillwater Sciences,Bay Bridge,,510 848-8094 (Phone),https://www.stillwatersci.com/,"2855 Telegraph Avenue, Suite 400, Berkeley, California, 94705","Stillwater Sciences specializes in science-based, technical approaches to natural and water resource management. Using a collaborative and targeted approach, we integrate habitat and species information to understand critical ecosystem processes and identify effective measures for restoring and managing rivers and their floodplains as functioning ecosystems within the context of current conditions and future climate change. We work closely with our partner clients, including agencies, industry, and non-governmental organizations, to provide the technical information you need to make scientifically sound management decisions."
Earth Systems Pacific,Monterey Bay Area,info@earthsys.com,831 637-2133 (Phone),http://www.earthsystems.com,"500 Park Center Drive, Suite 1, Hollister, California, 95023","The Earth Systems group of companies are full-service, multi-discipline firms working in the fields of geotechnical engineering, engineering geology, and environmental assessment and remediation. We provide construction testing and inspection of soils, asphalt, concrete, masonry, and steel. The Earth Systems companies have been providing services throughout California since 1969."
T.Y. Lin International,San Diego,jay.holombo@tylin.com,619 692-1920 (Phone),http://www.tylin.com,"404 Camino Del Rio South, Suite 700, San Diego, California, 92108","Founded in 1954, T.Y. Lin International is an internationally recognized, multi-disciplined full-service infrastructure engineering firm committed to providing innovative, cost-effective, constructible designs for the global infrastructure market. With more than 2,000 employees working in offices throughout the United States and Asia, the firm is able to provide support on projects of varying sizes and complexity."
"Stantec Consulting Services, Inc.",Sierra,sarah.mcilroy@stantec.com,916 773-8100 (Phone),http://www.stantec.com,"2250 Douglas Blvd., Suite 260, Roseville, California, 95661",Engineering and consulting services.
Kleinfelder,Non-Chapter Member,fsilva@kleinfelder.com,925 427-6477 (Phone); 925 427-6478 (Fax),http://www.kleinfelder.com,"981 Garcia Avenue, Suite A, Pittsburg, California, 94565","Kleinfelder is an employee-owned architecture, engineering, and science consulting firm providing solutions to meet our world's complex infrastructure and natural resource challenges. Leveraging our global technical network of nearly 2,000 employees, we deliver sustainable solutions on every project, for every client, anywhere in the world."
"Siegfried Engineering, Inc.",Sierra,pschneider@siegfreideng.com,209 9432021 (Phone),,"3428 Brookside Road, Stockton, California","Civil engineering, structural engineering, land surveying, landscape architecture, athletic facility design and planning for a wide range of projects including public infrastructure and industrial, commercial, residential, health care, athletic, recreational and educational developments."
"Cabrinha, Hearn & Associates",Los Angeles County,camden@cabrinhahearn.com,626 795-6926 (Phone); 626 795-4180 (Fax),http://www.cabrinhahearn.com,"3814 East Colorado Blvd. #101, Pasadena, California, 91107",Land Surveying and Mapping.
"CEI Engineering Associates, Inc.",San Joaquin Valley,jdegunya@ceieng.com,559 447-3119 (Phone); 559 447-3129 (Fax),http://www.ceieng.com,"710 West Pinedale Avenue, Fresno, California, 93711","CEI Engineering is a full service site development resource to land developers and major corporations. We specialize in site planning, design, civil/traffic engineering, landscape architecture, surveying, environmental and permitting services."
"Ramos Consulting Services, Inc.",Los Angeles County Chapter,info@ramoscs.com,626 905-4888 (Phone); 626 689-2383 (Fax),http://www.ramoscs.com,"2275 Huntington Drive, Suite 448, San Marino, California, 91108","Construction project management and civil engineering, specializing in project management, construction management, program management support, project controls, project planning, cost and schedule engineering, design/build coordination, third-party coordination, and ISO 9001 review."
"Fuscoe Engineering, Inc.",Riverside/San Bernardino,rrobinson@fuscoe.com,909 581-0676 (Phone); 909 581-0696 (Fax),http://www.fuscoe.com,"3257 East Guasti Road, Suite 300, Ontario, California, 91761","Fuscoe Engineering, Inc. is a civil engineering and land surveying firm headquartered in Irvine with branch offices in San Diego, Los Angeles, Ontario, Danville and El Centro specializing in site development projects for residential, retail and commercial/industrial construction as well as highway and flood control work for public agencies."
RKA Consulting Group,Los Angeles County,dgilbertson@rkagroup.com,909 594-9702 (Phone),,"398 South Lemon Creek Drive, Suite E, Walnut, California","Contract city engineering, engineering design, contract building and safety, surveying and mapping, plan checking, construction/municipal administration, assessment engineering inspection services, traffic engineering, land planning."
AVS Engineered Solutions,Sequoia,michaelr@avsengineeredops.com,559 269-3302 (Phone),http://www.auckvent.co.nz,"5215 W Noble Avenue, Suite 106-108, Visalia, California, 93291","AVS Engineered Solutions is built on solid partnerships, genuine innovation and a trusted ability to deliver dairy processing facilities. Our history in process design and customized air control industry goes back decades, but our focus is on the future."
JK Architecture Engineering,Sierra,anda@jkaedesign.com,530 888-0998 (Phone),http://www.jkaedesign.com,"11661 Blocker Drive, Suite 220, Auburn, California, 95603","Architecture, Civil & Structural Engineering Design Firm."
